"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"1416",3,2016,5,16,"2016-05-16",52.5,27.1,9999.9,999.9,999.9,999.9,999.9,66.2,42.8,0,999.9,0,742
"1417",4,2016,5,17,"2016-05-17",59.1,37.6,9999.9,9.9,3.5,5.1,999.9,64.4,55.4,0,999.9,0,624
"1418",5,2016,5,18,"2016-05-18",57.8,40.5,9999.9,999.9,999.9,999.9,999.9,68,51.8,0,999.9,0,676
"1419",6,2016,5,19,"2016-05-19",60.3,41.2,1018.7,10,1.2,7,999.9,73,54,0,999.9,0,694
"1420",7,2016,5,20,"2016-05-20",63.4,39.4,1022.4,10,3.1,8,999.9,75.9,53.1,0,999.9,0,782
"1421",2,2016,5,21,"2016-05-21",61.7,41.2,1019.7,9.8,3.1,8,999.9,75.9,53.1,0,999.9,0,568
"1422",1,2016,5,22,"2016-05-22",59.7,48,1010.4,9.7,3.7,8.9,999.9,70,52,0.13,999.9,0,571
"1423",3,2016,5,23,"2016-05-23",64.4,50.6,1012.2,9.2,1.9,6,999.9,78.1,52,0.09,999.9,0,652
"1424",4,2016,5,24,"2016-05-24",63.9,52.2,1012.7,7.9,2.3,6,999.9,78.1,55.9,0.17,999.9,0,695
"1425",5,2016,5,25,"2016-05-25",73.2,47.5,1016.7,9,3,6,999.9,88,57.9,0.03,999.9,0,733
"1426",6,2016,5,26,"2016-05-26",79.3,48.3,1018,8.3,3.3,6,999.9,90,61,0,999.9,0,742
"1427",7,2016,5,27,"2016-05-27",78.1,58.6,1017.3,7.5,3.1,8,15.9,90,69.1,0,999.9,0,767
"1428",2,2016,5,28,"2016-05-28",79.6,62.6,1018.7,7.7,4.4,7,15,90,71.1,0,999.9,0,627
"1429",1,2016,5,29,"2016-05-29",77.9,59.2,1019.6,9,4.2,8,19,91.9,71.1,0,999.9,0,566
"1430",3,2016,5,30,"2016-05-30",73,66.6,1015.6,7.2,2.6,6,999.9,87.1,68,1.65,999.9,1,471
"1431",4,2016,5,31,"2016-05-31",76,64.1,1013.8,8.6,3.6,6,999.9,84.9,68,0,999.9,0,760
"1432",5,2016,6,1,"2016-06-01",75.3,54.4,1017.5,8.3,4.6,8.9,999.9,84.9,69.1,0,999.9,0,772
"1433",6,2016,6,2,"2016-06-02",68.4,55.9,1020.2,7.8,4.4,7,999.9,82.9,62.1,0,999.9,0,683
"1434",7,2016,6,3,"2016-06-03",65.4,59.5,1018.1,5.9,1.5,7,999.9,78.1,62.1,0.01,999.9,0,710
"1435",2,2016,6,4,"2016-06-04",72.4,63.1,1015.5,6.4,2.1,7,999.9,82.9,63,0.03,999.9,0,635
"1436",1,2016,6,5,"2016-06-05",67.5,63.9,1009.7,5.4,3.5,13,33,70,64.4,0.4,999.9,1,466
"1437",3,2016,6,6,"2016-06-06",72.6,60.1,1004.3,7.5,4.5,8.9,15,82.9,64.9,0.91,999.9,0,758
"1438",4,2016,6,7,"2016-06-07",76.4,56,1000.6,8.7,4.4,8.9,15.9,84.9,64.9,0,999.9,0,709
"1439",5,2016,6,8,"2016-06-08",61.8,47.6,1002.8,8.7,6.2,11.1,22.9,84.9,52,0,999.9,0,763
"1440",6,2016,6,9,"2016-06-09",61.7,38.9,1009.3,9.7,8,14,26,71.1,52,0.45,999.9,0,686
"1441",7,2016,6,10,"2016-06-10",66.2,36.4,1014.5,10,5.7,9.9,20,77,54,0,999.9,0,818
"1442",2,2016,6,11,"2016-06-11",72.1,50.9,1013.2,9.6,2.5,8.9,18.1,88,57,0,999.9,0,584
"1443",1,2016,6,12,"2016-06-12",79.4,55.5,1004.5,9.7,5.6,9.9,21,88,59,0,999.9,0,587
"1444",3,2016,6,13,"2016-06-13",64.9,45.7,1009.7,10,7.1,9.9,26,82.9,57,0,999.9,0,646
"1445",4,2016,6,14,"2016-06-14",68,45,1012.2,10,4.1,7,999.9,79,57,0,999.9,0,717
"1446",5,2016,6,15,"2016-06-15",73.2,46.9,1013.6,10,2.2,5.1,999.9,84.9,57.9,0,999.9,0,739
"1447",6,2016,6,16,"2016-06-16",70.6,60.8,1008.8,7.2,1.5,5.1,999.9,84.9,62.1,0.2,999.9,0,689
"1448",7,2016,6,17,"2016-06-17",70.2,55.1,1012,9.1,3.5,11.1,999.9,75.9,64,0.02,999.9,0,748
"1449",2,2016,6,18,"2016-06-18",71.3,49.5,1021.9,9.8,2.8,5.1,999.9,87.1,61,0,999.9,0,700
"1450",1,2016,6,19,"2016-06-19",74.2,54.4,1025.2,9.4,2,7,17.1,88,61,0,999.9,0,559
"1451",3,2016,6,20,"2016-06-20",72.8,60.5,1020.9,8.9,2.9,8,999.9,88,64,0,999.9,0,745
"1452",4,2016,6,21,"2016-06-21",79.2,57.7,1009.5,9.4,4.3,8.9,17.1,87.1,64,0,999.9,0,681
"1453",5,2016,6,22,"2016-06-22",77.2,48.6,1009.4,9.8,4.1,11.1,22,87.1,68,0,999.9,0,751
"1454",6,2016,6,23,"2016-06-23",75.2,54.7,1011.3,9,1.5,5.1,999.9,86,68,0,999.9,0,643
"1455",7,2016,6,24,"2016-06-24",74.6,57.1,1015.2,8.8,4.8,12,17.1,84,69.1,0,999.9,0,811
"1456",2,2016,6,25,"2016-06-25",73.1,56.1,1021.1,9.2,3.7,7,999.9,86,64,0,999.9,0,688
"1457",1,2016,6,26,"2016-06-26",74.7,55.5,1022.6,9,1.4,6,999.9,86,64,0,999.9,0,582
"1458",3,2016,6,27,"2016-06-27",74.3,57,1018.4,9.2,4.5,9.9,15.9,87.1,66.9,0,999.9,0,718
"1459",4,2016,6,28,"2016-06-28",71.1,67.5,1014.1,5.7,2.9,6,999.9,82.9,66.9,0.54,999.9,0,675
"1460",5,2016,6,29,"2016-06-29",73.9,63.4,1011.5,7.5,1.9,7,999.9,82.9,66.9,0.04,999.9,0,687
"1461",6,2016,6,30,"2016-06-30",75.7,56.2,1015.1,10,2.2,5.1,999.9,84.9,66.9,0.01,999.9,0,761
"1462",7,2016,7,1,"2016-07-01",74.5,64.1,1015.3,8.1,3.2,8,999.9,84.9,66.9,0,999.9,1,752
"1463",2,2016,7,2,"2016-07-02",70.3,56.4,1014.2,8.7,4.6,9.9,19,79,63,0.83,999.9,0,570
"1464",1,2016,7,3,"2016-07-03",72.1,52.2,1018.5,10,2.3,6,999.9,77,63,0,999.9,0,448
"1465",3,2016,7,4,"2016-07-04",74.1,58.2,1017.5,9.3,3.4,8.9,15,82.9,64,0,999.9,0,488
"1466",4,2016,7,5,"2016-07-05",75.4,67.9,1008.5,6.7,2.3,6,14,86,66,1.15,999.9,1,663
"1467",5,2016,7,6,"2016-07-06",83.3,66.1,1010.4,9.2,2.3,6,999.9,91,69.1,0.66,999.9,0,680
"1468",6,2016,7,7,"2016-07-07",82.7,70.6,1008.3,7.5,1.7,6,999.9,91,75,0,999.9,0,603
"1469",7,2016,7,8,"2016-07-08",79.2,70.1,1008.2,7.2,3.6,8.9,15,84.9,71.6,0.04,999.9,0,612
"1470",2,2016,7,9,"2016-07-09",69.1,62.9,1010.7,7.9,4.1,8,14,86,64.9,0.08,999.9,0,498
"1471",1,2016,7,10,"2016-07-10",71.5,63.8,1010.7,6.9,3.6,8.9,15.9,80.1,64.9,0.53,999.9,0,508
"1472",3,2016,7,11,"2016-07-11",72.8,58.1,1017.2,10,3.3,7,999.9,81,64.9,0,999.9,0,618
"1473",4,2016,7,12,"2016-07-12",74.1,62.1,1019.2,9.7,2.9,8,999.9,82,64.9,0,999.9,0,662
"1474",5,2016,7,13,"2016-07-13",76.2,65.9,1017.8,9.4,4.1,7,14,84.9,68,0,999.9,0,607
"1475",6,2016,7,14,"2016-07-14",78.7,72.1,1012.9,7.4,3,6,31.1,88,71.1,0,999.9,1,741
"1476",7,2016,7,15,"2016-07-15",83,69.8,1010.6,8.3,3.1,8,18.1,88,73,0.62,999.9,0,798
"1477",2,2016,7,16,"2016-07-16",81.6,65.1,1015.1,9,3.8,6,15.9,90,75,0,999.9,0,623
"1478",1,2016,7,17,"2016-07-17",81,65.8,1018.2,8.8,2.9,8,999.9,90,75,0,999.9,0,574
"1479",3,2016,7,18,"2016-07-18",81.9,65.6,1018.2,8.1,4.4,9.9,18.1,91.9,71.6,0,999.9,0,725
"1480",4,2016,7,19,"2016-07-19",77.7,59,1017.9,9.3,4.5,8.9,17.1,93,72,0.35,999.9,0,699
"1481",5,2016,7,20,"2016-07-20",76.5,52.6,1021.9,9.7,3.1,7,999.9,84.9,68,0,999.9,0,698
"1482",6,2016,7,21,"2016-07-21",78.3,61,1020.3,8.8,3.6,8,999.9,90,68,0,999.9,0,731
"1483",7,2016,7,22,"2016-07-22",82.8,67.2,1013.7,7.6,5.8,8.9,15.9,93.9,71.1,0,999.9,0,769
"1484",2,2016,7,23,"2016-07-23",87.2,62.9,1009.9,8.7,5,8,15.9,96.1,73.9,0,999.9,0,650
"1485",1,2016,7,24,"2016-07-24",84,60,1013.7,9.3,3,6,999.9,96.1,75,0,999.9,0,566
"1486",3,2016,7,25,"2016-07-25",82.3,69.2,1013.2,7.3,3.3,14,27,93.9,75,0,999.9,1,698
"1487",4,2016,7,26,"2016-07-26",78.9,68.1,1011.8,7.8,3.7,8,15,93,72,1,999.9,0,688
"1488",5,2016,7,27,"2016-07-27",82.6,61.4,1013.3,9.3,2.3,5.1,999.9,91,72,0,999.9,0,690
"1489",6,2016,7,28,"2016-07-28",83.2,66.8,1012.2,8.1,2.4,6,999.9,95,73.9,0,999.9,0,709
"1490",7,2016,7,29,"2016-07-29",76.1,68.5,1011,5.1,4,9.9,15,95,69.1,0.94,999.9,1,774
"1491",2,2016,7,30,"2016-07-30",77,69.4,1014.5,6,3,7,999.9,84.9,69.1,0.15,999.9,0,599
"1492",1,2016,7,31,"2016-07-31",74.9,71.3,1015.8,5.4,3.3,8.9,999.9,84,73,0.26,999.9,0,529
"1493",3,2016,8,1,"2016-08-01",72.8,67,1017.3,7.5,5.4,11.1,999.9,80.1,69.1,1.07,999.9,0,569
"1494",4,2016,8,2,"2016-08-02",73,62,1018.7,9.4,6.1,14,15.9,80.1,69.1,0,999.9,0,602
"1495",5,2016,8,3,"2016-08-03",71.5,58.9,1021,9.4,2.6,8,999.9,80.1,66,0,999.9,0,687
"1496",6,2016,8,4,"2016-08-04",72.9,60,1020.8,9.2,1.8,7,999.9,81,66,0,999.9,0,715
"1497",7,2016,8,5,"2016-08-05",74.5,61.3,1016.6,9.2,3.2,7,999.9,82.9,66.9,0,999.9,0,700
"1498",2,2016,8,6,"2016-08-06",78,67.7,1008.5,8.2,4.5,11.1,19,87.1,72,0,999.9,0,578
"1499",1,2016,8,7,"2016-08-07",79,58.7,1010.3,9.7,3.2,7,15.9,87.1,70,0.05,999.9,0,540
"1500",3,2016,8,8,"2016-08-08",78.6,58.1,1016.2,9.4,1.7,6,999.9,86,70,0,999.9,0,632
"1501",4,2016,8,9,"2016-08-09",78.2,61.5,1021.5,9.3,1.8,6,999.9,87.1,71.1,0,999.9,0,650
"1502",5,2016,8,10,"2016-08-10",79.7,72,1021.1,8.4,3.4,5.1,17.1,87.1,71.1,0.01,999.9,0,618
"1503",6,2016,8,11,"2016-08-11",84.3,73.3,1018,8,4.3,8.9,999.9,91,75,0.08,999.9,0,672
"1504",7,2016,8,12,"2016-08-12",82.4,73.5,1012.9,7.6,4,8,17.1,93,73,0.47,999.9,0,729
"1505",2,2016,8,13,"2016-08-13",86.9,74.8,1011.9,8.3,4.1,8,15,96.1,73,0.32,999.9,0,614
"1506",1,2016,8,14,"2016-08-14",87.8,71.5,1013.2,8.8,3.5,8,15,96.1,79,0,999.9,0,521
"1507",3,2016,8,15,"2016-08-15",82.6,69.1,1019.3,9.4,2.7,7,999.9,93.9,77,0.06,999.9,0,643
"1508",4,2016,8,16,"2016-08-16",82.5,72.4,1020.7,8.1,2.6,8,999.9,91.9,77,0,999.9,0,644
"1509",5,2016,8,17,"2016-08-17",80.8,68.8,1015.7,8.7,5.8,9.9,20,87.1,77,0.12,999.9,0,658
"1510",6,2016,8,18,"2016-08-18",78.8,65.1,1015.5,9.1,1.8,5.1,999.9,84.9,72,0.03,999.9,0,635
"1511",7,2016,8,19,"2016-08-19",80,66.7,1013.5,8.8,1.7,6,999.9,88,72,0,999.9,0,707
"1512",2,2016,8,20,"2016-08-20",76.7,69.1,1013.3,7.2,3.9,9.9,20,82.9,69.8,0.01,999.9,1,579
"1513",1,2016,8,21,"2016-08-21",78,70.2,1011,7.9,3,8,15.9,86,70,0.82,999.9,1,512
"1514",3,2016,8,22,"2016-08-22",73.7,60.4,1013.6,9.3,5.3,8,21,86,69.1,0.31,999.9,0,669
"1515",4,2016,8,23,"2016-08-23",71.2,50.4,1024.7,9.9,1.9,5.1,999.9,82,61,0,999.9,0,637
"1516",5,2016,8,24,"2016-08-24",76.9,58.6,1024.7,9.4,2.1,5.1,999.9,87.8,68,0,999.9,0,635
"1517",6,2016,8,25,"2016-08-25",77.8,64.2,9999.9,999.9,999.9,999.9,999.9,86,69.8,0,999.9,0,659
"1518",7,2016,8,26,"2016-08-26",82.4,68.3,9999.9,999.9,999.9,999.9,999.9,89.6,75.2,0.01,999.9,0,756
"1519",2,2016,8,27,"2016-08-27",80.2,59.2,9999.9,9.1,3.6,6,14,88,73.4,0,999.9,0,624
"1520",1,2016,8,28,"2016-08-28",78.5,61.9,1023.4,9.4,1.8,6,999.9,89.1,72,0,999.9,0,559
"1521",3,2016,8,29,"2016-08-29",80.6,62.4,1019.7,9.4,3.9,7,999.9,91,72,0,999.9,0,673
"1522",4,2016,8,30,"2016-08-30",77,58.7,1020,9.8,3.7,8.9,999.9,91,69.1,0,999.9,0,622
"1523",5,2016,8,31,"2016-08-31",78.9,66.3,1014.9,8.3,2.5,7,999.9,89.1,69.1,0,999.9,0,661
"1524",6,2016,9,1,"2016-09-01",73.9,67.8,1011,6.5,1.6,8,999.9,89.1,70,0.04,999.9,1,675
"1525",7,2016,9,2,"2016-09-02",72.6,56.7,1016.8,9.7,4.7,8.9,999.9,81,66,0.46,999.9,0,697
"1526",2,2016,9,3,"2016-09-03",71.2,56.8,1021,10,5.9,8.9,20,81,66,0,999.9,0,498
"1527",1,2016,9,4,"2016-09-04",70.8,54.2,1022.7,10,5.9,11.1,15,80.1,64.9,0,999.9,0,466
"1528",3,2016,9,5,"2016-09-05",72.8,52.1,1021.4,10,5.9,9.9,20,84,64.9,0,999.9,0,419
"1529",4,2016,9,6,"2016-09-06",76.7,59,1014.6,10,8.8,14,22,84,64.9,0,999.9,0,626
"1530",5,2016,9,7,"2016-09-07",76,65.7,1014.9,9.5,7,11.1,21,84.9,71.1,0,999.9,0,648
"1531",6,2016,9,8,"2016-09-08",78.2,68.1,1012.6,8.2,2,6,999.9,89.1,71.1,0,999.9,0,717
"1532",7,2016,9,9,"2016-09-09",85,69.2,1011.5,9,3.2,6,999.9,91,71.1,0,999.9,0,715
"1533",2,2016,9,10,"2016-09-10",81.1,72.9,1014.9,6.5,3.4,7,999.9,91,73.9,0.22,999.9,0,598
"1534",1,2016,9,11,"2016-09-11",79.4,62.9,1014.2,8.8,5.1,9.9,24.1,90,73.9,0,999.9,0,538
"1535",3,2016,9,12,"2016-09-12",69.5,49.6,1022.8,10,4.2,7,999.9,82.9,62.1,0,999.9,0,648
"1536",4,2016,9,13,"2016-09-13",70.8,58.1,1022.4,9.8,2.7,6,999.9,82.9,62.1,0,999.9,0,779
"1537",5,2016,9,14,"2016-09-14",75.7,60.4,1018.2,8.9,4.3,8.9,24.1,91,64,0,999.9,1,779
"1538",6,2016,9,15,"2016-09-15",68,49.4,1023.1,10,5,9.9,20,73,62.1,0.56,999.9,0,757
"1539",7,2016,9,16,"2016-09-16",66.2,52.8,1025.8,10,2.2,6,999.9,73.9,61,0,999.9,0,780
"1540",2,2016,9,17,"2016-09-17",67.1,56.2,1023.4,9.9,2.6,7,999.9,77,59,0,999.9,0,646
"1541",1,2016,9,18,"2016-09-18",74.3,66.4,1017.9,8.9,3.1,8,999.9,82,59,0,999.9,0,535
"1542",3,2016,9,19,"2016-09-19",72.7,69.2,1016.7,6.8,2.5,7,15.9,82,69.1,0.24,999.9,0,680
"1543",4,2016,9,20,"2016-09-20",72.9,66.4,1019,8.8,2.1,6,999.9,82,68,0.44,999.9,0,619
"1544",5,2016,9,21,"2016-09-21",75.3,58.7,1020.6,9.3,3,7,15,84,68,0,999.9,0,621
"1545",6,2016,9,22,"2016-09-22",74.2,51.3,1020.9,10,2.1,6,999.9,86,64.9,0,999.9,0,660
"1546",7,2016,9,23,"2016-09-23",74,54.7,1016.5,9.6,1.3,5.1,999.9,87.1,64,0,999.9,0,812
"1547",2,2016,9,24,"2016-09-24",65.8,52.5,1017.9,9.1,4.7,8.9,19,87.1,57.9,0.21,999.9,0,612
"1548",1,2016,9,25,"2016-09-25",61.3,39.7,1021.4,10,2.7,8.9,999.9,71.1,54,0.2,999.9,0,572
"1549",3,2016,9,26,"2016-09-26",63.1,44.4,1021,10,3.2,7,17.1,73.9,54,0,999.9,0,623
"1550",4,2016,9,27,"2016-09-27",68.1,58.4,1013.6,8.5,3.3,7,999.9,73.9,64,0.22,999.9,0,659
"1551",5,2016,9,28,"2016-09-28",64.4,57.8,1017.5,8,5.7,14,22.9,73.9,60.1,0,999.9,0,637
"1552",6,2016,9,29,"2016-09-29",60.6,53,1026.4,8.7,8.8,15,27,69.1,55.9,0,999.9,0,624
"1553",7,2016,9,30,"2016-09-30",58.6,52.6,1026.4,6.6,9,15.9,24.1,64,57,0,999.9,0,872
"1554",2,2016,10,1,"2016-10-01",58.4,54.3,1022.7,8.8,7,9.9,17.1,62.1,55.9,0.4,999.9,0,581
"1555",1,2016,10,2,"2016-10-02",59.6,55.2,1019.5,8.5,3.5,8.9,999.9,63,55.9,0,999.9,0,486
"1556",3,2016,10,3,"2016-10-03",64.6,57.1,1016.3,7.2,1.8,5.1,999.9,72,57,0,999.9,0,490
"1557",4,2016,10,4,"2016-10-04",64.5,54.7,1023.6,9.5,5.3,11.1,15.9,72,60.1,0,999.9,0,523
"1558",5,2016,10,5,"2016-10-05",60,47.8,1026.7,10,5.2,8,999.9,69.1,53.1,0,999.9,0,695
"1559",6,2016,10,6,"2016-10-06",62.1,52.1,1025.8,8.7,1.9,6,999.9,73,53.1,0,999.9,0,764
"1560",7,2016,10,7,"2016-10-07",63.4,53.2,1025.1,7.5,1.8,6,999.9,75,55,0,999.9,0,754
"1561",2,2016,10,8,"2016-10-08",63,58.5,1020.3,7.7,1.4,5.1,999.9,75,57,0,999.9,0,633
"1562",1,2016,10,9,"2016-10-09",58,52.8,1015.6,6.1,5.2,12,21,68,51.1,0.44,999.9,0,480
"1563",3,2016,10,10,"2016-10-10",54.3,34.1,1022,10,4.6,8,18.1,64.9,46.9,0.34,999.9,0,539
"1564",4,2016,10,11,"2016-10-11",53.4,38,1030.1,10,3.2,7,999.9,64,46,0,999.9,0,739
"1565",5,2016,10,12,"2016-10-12",57.9,48.8,1027.2,9.8,1.2,5.1,999.9,66,46,0,999.9,0,498
"1566",6,2016,10,13,"2016-10-13",60.1,54.1,1019.7,8.3,1.8,8,999.9,66.9,53.1,0,999.9,0,757
"1567",7,2016,10,14,"2016-10-14",54.4,38.1,1025.4,10,4.1,7,999.9,66.9,46.9,0,999.9,0,767
"1568",2,2016,10,15,"2016-10-15",54,39.7,1029,10,2.7,5.1,999.9,64.9,45,0,999.9,0,641
"1569",1,2016,10,16,"2016-10-16",59.6,50.2,1022.5,9.4,3.1,6,15,69.1,45,0,999.9,0,503
"1570",3,2016,10,17,"2016-10-17",69.4,58,1014.1,8.6,3.1,8.9,15.9,81,53.1,0,999.9,0,585
"1571",4,2016,10,18,"2016-10-18",73.1,60.8,1012.1,8.3,2.8,6,999.9,81,63,0,999.9,0,590
"1572",5,2016,10,19,"2016-10-19",74.8,60.2,1013.6,9.1,4.3,7,19,84.9,66.9,0,999.9,0,676
"1573",6,2016,10,20,"2016-10-20",66.6,53.7,1019.7,9.2,5.4,9.9,15,84.9,62.1,0,999.9,0,662
"1574",7,2016,10,21,"2016-10-21",67.5,64.5,1009.2,5.9,2.4,7,999.9,70,62.1,0,999.9,1,851
"1575",2,2016,10,22,"2016-10-22",53.4,47.9,997.6,7.7,7.7,15,27,66,46.4,1.32,999.9,0,629
"1576",1,2016,10,23,"2016-10-23",52.4,32.8,1008.2,10,7.8,13,31.1,61,45,0.08,999.9,0,534
"1577",3,2016,10,24,"2016-10-24",56.1,40.1,1012.3,10,5.3,11.1,22.9,62.1,45,0,999.9,0,573
"1578",4,2016,10,25,"2016-10-25",48.6,30.5,1022.2,10,5.2,8.9,25.1,62.1,46,0,999.9,0,566
"1579",5,2016,10,26,"2016-10-26",44.2,24.9,1028.8,10,4,8,15.9,52,37.9,0,999.9,0,706
"1580",6,2016,10,27,"2016-10-27",44.2,32.8,1029.5,7.6,4.6,8,14,53.6,41,0,999.9,0,831
"1581",7,2016,10,28,"2016-10-28",47.8,39.3,1019.3,7.9,6.7,14,29.9,55,39.9,1.41,999.9,0,798
"1582",2,2016,10,29,"2016-10-29",49.2,35.5,1019.4,10,3.2,7,15.9,62.1,39,0,999.9,0,614
"1583",1,2016,10,30,"2016-10-30",65.4,54,1011.6,8.7,4.4,11.1,32.1,75,57.9,0,999.9,1,557
"1584",3,2016,10,31,"2016-10-31",50.7,37.2,1020.4,9.8,4.3,9.9,20,57.9,44.1,0.56,999.9,0,655
"1585",4,2016,11,1,"2016-11-01",48.9,37.2,1027,10,2.9,6,999.9,57.9,39.9,0,999.9,0,732
"1586",5,2016,11,2,"2016-11-02",59.7,48.9,1023.8,9.6,3,6,999.9,70,39.9,0,999.9,0,665
"1587",6,2016,11,3,"2016-11-03",65.3,54.3,1014.9,7.8,3.8,8.9,21,72,54,0,999.9,0,689
"1588",7,2016,11,4,"2016-11-04",56.2,37.3,1018.4,10,4.3,7,999.9,72,51.1,0,999.9,0,777
"1589",2,2016,11,5,"2016-11-05",52,33.6,1022.7,10,3.1,7,999.9,62.1,44.1,0,999.9,0,626
"1590",1,2016,11,6,"2016-11-06",54.4,37.1,1021.9,10,5.7,12,20,62.1,44.1,0,999.9,0,532
"1591",3,2016,11,7,"2016-11-07",46.6,27.3,1029.9,10,5.5,9.9,18.1,59,41,0,999.9,0,699
"1592",4,2016,11,8,"2016-11-08",52,30.6,1022.1,10,1.9,6,999.9,66,41,0,999.9,0,620
"1593",5,2016,11,9,"2016-11-09",56.4,41,1011.3,7.7,2.4,6,999.9,66,41,0,999.9,0,541
"1594",6,2016,11,10,"2016-11-10",48.5,32.7,1014.1,10,4.8,8,15.9,59,39.9,0.06,999.9,0,706
"1595",7,2016,11,11,"2016-11-11",53.4,31.4,1007.3,10,7.6,15,29.9,63,46.9,0,999.9,0,665
"1596",2,2016,11,12,"2016-11-12",42.9,19.7,1023.5,10,4.5,8,999.9,50,37,0,999.9,0,603
"1597",1,2016,11,13,"2016-11-13",49,23.6,1020.1,10,4.4,8,999.9,61,37,0,999.9,0,518
"1598",3,2016,11,14,"2016-11-14",53.6,20.8,1017,10,4,8.9,17.1,62.1,41,0,999.9,0,668
"1599",4,2016,11,15,"2016-11-15",51.4,40,1013.2,6.8,4.7,14,25.1,62.1,46,0.18,999.9,1,741
"1600",5,2016,11,16,"2016-11-16",51.6,38.2,1007.7,9.8,4.1,7,14,61,45,1.63,999.9,0,705
"1601",6,2016,11,17,"2016-11-17",54.3,38.6,1014.3,9.8,3.8,8,15.9,61,45,0,999.9,0,707
"1602",7,2016,11,18,"2016-11-18",52.5,37.4,1018.9,10,2,6,999.9,64,44.1,0,999.9,0,776
"1603",2,2016,11,19,"2016-11-19",55.2,41.8,1013.2,9.9,3.3,8.9,999.9,64,44.1,0,999.9,0,692
"1604",1,2016,11,20,"2016-11-20",41.2,31.7,1001.2,8.5,7.9,15,29.9,63,34,0.56,999.9,0,529
"1605",3,2016,11,21,"2016-11-21",38.2,18.4,1003.8,9.8,10.9,15,33,42.1,34,0.31,999.9,0,684
"1606",4,2016,11,22,"2016-11-22",38.4,18.8,1014.8,10,9.5,19,34,41,36,0,999.9,0,765
"1607",5,2016,11,23,"2016-11-23",38.8,21.8,1024.1,10,5.5,9.9,20,45,35.1,0,999.9,0,807
"1608",6,2016,11,24,"2016-11-24",43.2,31.2,1024.8,10,3.9,7,999.9,48,35.1,0,999.9,0,428
"1609",7,2016,11,25,"2016-11-25",48.6,42.6,1023.2,7,2.1,6,999.9,54,37.9,0.03,999.9,0,455
"1610",2,2016,11,26,"2016-11-26",47.7,38.8,1019.5,8,3.4,8,999.9,54,44.1,0.02,999.9,0,463
"1611",1,2016,11,27,"2016-11-27",43.5,29.9,1018.8,10,4,8,15,50,39,0,999.9,0,466
"1612",3,2016,11,28,"2016-11-28",44.3,28.9,1021.1,9.9,3.3,6,999.9,52,37.9,0,999.9,0,647
"1613",4,2016,11,29,"2016-11-29",54.2,47.7,1018.6,6.4,3.8,8.9,22,60.1,46.9,0,999.9,1,752
"1614",5,2016,11,30,"2016-11-30",55.8,53,1012.4,5.6,4,8.9,15.9,60.1,51.1,2.2,999.9,0,730
"1615",6,2016,12,1,"2016-12-01",51.4,42.6,1004.1,7.5,7.3,14,28.9,57.9,48,0.8,999.9,0,734
"1616",7,2016,12,2,"2016-12-02",44.7,27.4,1011.3,10,7.4,11.1,22,54,39.9,0.07,999.9,0,690
"1617",2,2016,12,3,"2016-12-03",44.3,26.5,1015.4,10,7.6,12,22.9,46.9,41,0,999.9,0,592
"1618",1,2016,12,4,"2016-12-04",42.2,22.7,1022.1,10,5.1,11.1,17.1,46.9,39,0,999.9,0,482
"1619",3,2016,12,5,"2016-12-05",42.8,31.6,1017.4,8.6,5.2,8.9,15.9,48.9,37.9,0.17,999.9,0,791
"1620",4,2016,12,6,"2016-12-06",42.7,29.8,1018.3,10,3.5,8,999.9,48.9,37,0.02,999.9,0,711
"1621",5,2016,12,7,"2016-12-07",41.3,36.9,1014.2,6.7,4.7,11.1,19,45,39.2,0.44,999.9,0,637
"1622",6,2016,12,8,"2016-12-08",42.2,30.8,1015.8,9.9,3.3,5.1,999.9,46,39.9,0.09,999.9,0,635
"1623",7,2016,12,9,"2016-12-09",36,11.9,1021.7,10,8.7,8.9,22,39.9,33.1,0,999.9,0,701
"1624",2,2016,12,10,"2016-12-10",31.5,15.4,1027.3,10,6.1,9.9,20,43,28,0,999.9,0,555
"1625",1,2016,12,11,"2016-12-11",30.8,16.9,1032.1,9.2,3.3,6,999.9,35.1,28,0,999.9,0,522
"1626",3,2016,12,12,"2016-12-12",38.8,34.9,1016.1,6.3,4.6,9.9,15.9,46,28,0.46,999.9,0,665
"1627",4,2016,12,13,"2016-12-13",39.6,24.8,1018.8,10,4.1,7,15.9,46,34,0.07,999.9,0,630
"1628",5,2016,12,14,"2016-12-14",39.4,22.8,1015.3,9.6,4.3,9.9,18.1,43,35.1,0,999.9,0,689
"1629",6,2016,12,15,"2016-12-15",27.7,2,1012.5,9.8,8.7,14,34,42.1,21,0,999.9,0,749
"1630",7,2016,12,16,"2016-12-16",20.7,2.8,1026.7,10,5.9,9.9,21,34,17.1,0,999.9,0,792
"1631",2,2016,12,17,"2016-12-17",29.9,22.2,1021.5,5.6,3.7,13,19,36,17.1,0.18,999.9,0,623
"1632",1,2016,12,18,"2016-12-18",45.5,41.8,1012.5,6.1,5.2,15.9,27,57.9,24.1,0.57,2,1,521
"1633",3,2016,12,19,"2016-12-19",28.4,8.7,1036.2,10,6.8,11.1,21,37,24.1,0.02,1.2,0,722
"1634",4,2016,12,20,"2016-12-20",25.8,7.3,1034.2,10,2.6,7,999.9,33.1,19.9,0,999.9,0,719
